epoch,mAP_50:95,AP_50,AP_75,train_loss,val_loss,train_loss_box_reg,val_loss_box_reg,lr,duration_s
161,0.7501,1.0000,0.9246,0.3636,0.3574,0.2058,0.2037,0.000095,65.23
162,0.7804,1.0000,0.9115,0.3712,0.2917,0.2072,0.1672,0.000091,65.31
163,0.7046,1.0000,0.9564,0.4184,0.4170,0.2343,0.2455,0.000086,65.33
164,0.7470,1.0000,0.9284,0.3770,0.3463,0.2140,0.1985,0.000082,65.26
165,0.6884,1.0000,0.9241,0.3778,0.4325,0.2118,0.2611,0.000078,65.47
166,0.6913,1.0000,0.9226,0.3414,0.4311,0.1938,0.2553,0.000074,65.49
167,0.7522,1.0000,0.9126,0.3855,0.3543,0.2179,0.2055,0.000070,65.39
168,0.7682,1.0000,0.9109,0.4123,0.3140,0.2298,0.1815,0.000066,65.23
169,0.7396,1.0000,0.9241,0.3948,0.3660,0.2210,0.2144,0.000062,65.29
170,0.7178,1.0000,0.9250,0.3893,0.3791,0.2179,0.2213,0.000058,65.38
171,0.7731,1.0000,0.9143,0.3609,0.3196,0.2045,0.1868,0.000054,65.35
172,0.7080,1.0000,0.9247,0.3913,0.4071,0.2194,0.2400,0.000051,65.39
173,0.7085,1.0000,0.9251,0.3757,0.3946,0.2132,0.2312,0.000048,65.37
174,0.6942,1.0000,0.9252,0.3975,0.4244,0.2228,0.2497,0.000044,65.53
175,0.7655,1.0000,0.9286,0.3813,0.3136,0.2119,0.1776,0.000041,65.30
176,0.7518,1.0000,0.9261,0.4118,0.3369,0.2275,0.1946,0.000038,65.06
177,0.7182,1.0000,0.9247,0.3420,0.3845,0.1937,0.2260,0.000035,65.19
178,0.7371,1.0000,0.9261,0.3436,0.3572,0.1951,0.2086,0.000032,65.40
179,0.7537,1.0000,0.9262,0.3524,0.3182,0.1991,0.1812,0.000030,65.16
180,0.7180,1.0000,0.9255,0.4020,0.3922,0.2269,0.2299,0.000027,65.34
181,0.7513,1.0000,0.9286,0.4503,0.3260,0.2433,0.1869,0.000024,65.20
182,0.7416,1.0000,0.9292,0.4068,0.3408,0.2291,0.1977,0.000022,65.58
183,0.7437,1.0000,0.9294,0.3499,0.3513,0.1974,0.2054,0.000020,65.37
184,0.7318,1.0000,0.9275,0.3590,0.3683,0.1990,0.2164,0.000018,65.43
185,0.7481,1.0000,0.9284,0.3616,0.3561,0.1994,0.2064,0.000016,65.28
186,0.7428,1.0000,0.9280,0.3743,0.3602,0.2076,0.2100,0.000014,65.50
187,0.7490,1.0000,0.9290,0.3646,0.3331,0.2081,0.1924,0.000012,65.39
188,0.7273,1.0000,0.9247,0.4064,0.3735,0.2238,0.2193,0.000010,65.06
189,0.7533,1.0000,0.9286,0.3644,0.3310,0.2041,0.1926,0.000009,65.32
190,0.7483,1.0000,0.9274,0.4112,0.3445,0.2301,0.2020,0.000007,65.30
191,0.7451,1.0000,0.9271,0.3745,0.3456,0.2104,0.2029,0.000006,65.32
192,0.7467,1.0000,0.9267,0.3682,0.3356,0.2030,0.1963,0.000005,65.25
193,0.7426,1.0000,0.9274,0.3178,0.3605,0.1808,0.2112,0.000004,65.48
194,0.7492,1.0000,0.9280,0.3729,0.3441,0.2080,0.2017,0.000003,65.34
195,0.7495,1.0000,0.9273,0.3716,0.3422,0.2099,0.1992,0.000002,65.42
196,0.7541,1.0000,0.9278,0.4001,0.3358,0.2234,0.1957,0.000002,65.41
197,0.7561,1.0000,0.9267,0.3698,0.3380,0.2053,0.1964,0.000001,65.27
198,0.7563,1.0000,0.9273,0.4313,0.3350,0.2343,0.1958,0.000001,65.42
199,0.7508,1.0000,0.9273,0.3972,0.3394,0.2249,0.1985,0.000000,65.37
200,0.7568,1.0000,0.9278,0.3402,0.3342,0.1937,0.1978,0.000000,65.33
